SubjectID,Date,LocalTime,UnityTime,Phase,BlockNumber,TrialNumber,Step,TrialTime,Stage,xPos,yPos,zPos,xRot,yRot,zRot
0,7_2,11_36_43,6.778449,1,0,0,2,1.925385,InstructionPhase,-0.02353716,2.564689,0.2490246,3.960592,358.4577,358.3041,
0,7_2,11_36_43,6.790899,1,0,0,2,1.937835,InstructionPhase,-0.02359855,2.564719,0.2490164,3.960225,358.4551,358.2963,
0,7_2,11_36_43,6.805262,1,0,0,2,1.952199,InstructionPhase,-0.02358079,2.564802,0.2490772,3.95507,358.4511,358.2994,
0,7_2,11_36_43,6.819358,1,0,0,2,1.966295,InstructionPhase,-0.02360058,2.564846,0.2490649,3.95958,358.431,358.3044,
0,7_2,11_36_43,6.831866,1,0,0,2,1.978803,InstructionPhase,-0.02362347,2.564864,0.2490512,3.950139,358.4356,358.3164,
0,7_2,11_36_43,6.846575,1,0,0,2,1.993511,InstructionPhase,-0.02361739,2.564898,0.2490934,3.936741,358.4264,358.325,
0,7_2,11_36_43,6.859813,1,0,0,2,2.00675,InstructionPhase,-0.02366471,2.564932,0.249063,3.928364,358.4093,358.3345,
0,7_2,11_36_43,6.872531,1,0,0,2,2.019468,InstructionPhase,-0.02370906,2.564931,0.2490697,3.908341,358.4063,358.3295,
0,7_2,11_36_43,6.886204,1,0,0,2,2.033141,InstructionPhase,-0.02368343,2.564987,0.2491077,3.902984,358.4055,358.3247,
0,7_2,11_36_43,6.899389,1,0,0,2,2.046326,InstructionPhase,-0.02366793,2.565,0.2490705,3.893976,358.403,358.3289,
0,7_2,11_36_43,6.911925,1,0,0,2,2.058861,InstructionPhase,-0.02371812,2.565022,0.2490795,3.892686,358.3943,358.3245,
0,7_2,11_36_43,6.925915,1,0,0,2,2.072852,InstructionPhase,-0.02376795,2.565058,0.2490858,3.881785,358.389,358.3373,
0,7_2,11_36_43,6.938675,1,0,0,2,2.085611,InstructionPhase,-0.02382088,2.565034,0.2490654,3.874264,358.3909,358.3436,
0,7_2,11_36_43,6.952646,1,0,0,2,2.099582,InstructionPhase,-0.02385032,2.565061,0.2490761,3.860669,358.3805,358.3455,
0,7_2,11_36_43,6.966999,1,0,0,2,2.113935,InstructionPhase,-0.02386975,2.565106,0.2490447,3.8463,358.3748,358.3533,
0,7_2,11_36_43,6.981475,1,0,0,2,2.128412,InstructionPhase,-0.02388978,2.565165,0.2490737,3.811146,358.3784,358.3653,
0,7_2,11_36_43,6.994153,1,0,0,2,2.141089,InstructionPhase,-0.0238713,2.565194,0.2490886,3.787807,358.3639,358.3671,
0,7_2,11_36_43,7.007195,1,0,0,2,2.154132,InstructionPhase,-0.0238862,2.565234,0.2490885,3.778487,358.3673,358.3747,
0,7_2,11_36_43,7.020284,1,0,0,2,2.167221,InstructionPhase,-0.02397943,2.565302,0.2490788,3.761957,358.3647,358.3728,
0,7_2,11_36_43,7.03628,1,0,0,2,2.183217,InstructionPhase,-0.0239712,2.565309,0.2490273,3.752301,358.3589,358.3808,
0,7_2,11_36_43,7.06011,1,0,0,2,2.207046,InstructionPhase,-0.02397144,2.565454,0.2490599,3.723619,358.3607,358.3773,
0,7_2,11_36_43,7.073709,1,0,0,2,2.220645,InstructionPhase,-0.02393162,2.565485,0.2490152,3.729019,358.3547,358.3717,
0,7_2,11_36_43,7.087617,1,0,0,2,2.234553,InstructionPhase,-0.02392519,2.565513,0.2490108,3.714577,358.3625,358.3636,
0,7_2,11_36_43,7.101468,1,0,0,2,2.248404,InstructionPhase,-0.02392101,2.565536,0.2490089,3.699945,358.3647,358.3652,
0,7_2,11_36_43,7.113962,1,0,0,2,2.260899,InstructionPhase,-0.02397645,2.565486,0.2489302,3.703559,358.372,358.3643,
0,7_2,11_36_43,7.126832,1,0,0,2,2.273768,InstructionPhase,-0.02394128,2.565527,0.2489252,3.690352,358.3761,358.3475,
0,7_2,11_36_43,7.139747,1,0,0,2,2.286683,InstructionPhase,-0.02400041,2.565485,0.2488575,3.689307,358.4048,358.3501,
0,7_2,11_36_43,7.152586,1,0,0,2,2.299522,InstructionPhase,-0.02399182,2.56547,0.2488269,3.685961,358.4143,358.3369,
0,7_2,11_36_43,7.16486,1,0,0,2,2.311796,InstructionPhase,-0.0239296,2.565526,0.2488666,3.685249,358.4303,358.3464,
0,7_2,11_36_43,7.178479,1,0,0,2,2.325415,InstructionPhase,-0.02382481,2.565561,0.2489334,3.685366,358.4471,358.3412,
0,7_2,11_36_43,7.191206,1,0,0,2,2.338142,InstructionPhase,-0.02380526,2.565563,0.24893,3.682992,358.4539,358.3416,
0,7_2,11_36_43,7.203942,1,0,0,2,2.350879,InstructionPhase,-0.02371526,2.565571,0.248933,3.686531,358.4532,358.3383,
0,7_2,11_36_43,7.217991,1,0,0,2,2.364928,InstructionPhase,-0.02367806,2.56559,0.2490064,3.701213,358.4501,358.3416,
0,7_2,11_36_43,7.230945,1,0,0,2,2.377881,InstructionPhase,-0.02368689,2.565581,0.2490114,3.696077,358.455,358.3437,
0,7_2,11_36_43,7.245016,1,0,0,2,2.391953,InstructionPhase,-0.02373517,2.565506,0.2489519,3.691334,358.451,358.3496,
0,7_2,11_36_43,7.258884,1,0,0,2,2.405821,InstructionPhase,-0.02371156,2.565554,0.2490022,3.673438,358.4451,358.3578,
0,7_2,11_36_43,7.271791,1,0,0,2,2.418728,InstructionPhase,-0.02372122,2.565561,0.2490405,3.667356,358.4228,358.3496,
0,7_2,11_36_43,7.285159,1,0,0,2,2.432095,InstructionPhase,-0.02370358,2.565595,0.2490643,3.668753,358.4088,358.3207,
0,7_2,11_36_43,7.29799,1,0,0,2,2.444926,InstructionPhase,-0.02374494,2.565596,0.2491567,3.683805,358.402,358.2983,
0,7_2,11_36_43,7.310901,1,0,0,2,2.457837,InstructionPhase,-0.02377129,2.565589,0.249177,3.691357,358.3887,358.292,
0,7_2,11_36_43,7.325496,1,0,0,2,2.472433,InstructionPhase,-0.02386379,2.565533,0.2491561,3.719294,358.3649,358.285,
0,7_2,11_36_43,7.339254,1,0,0,2,2.48619,InstructionPhase,-0.02389503,2.565522,0.2491955,3.72408,358.3562,358.284,
0,7_2,11_36_43,7.351755,1,0,0,2,2.498691,InstructionPhase,-0.02390981,2.565511,0.2492005,3.723015,358.3434,358.2809,
0,7_2,11_36_43,7.36409,1,0,0,2,2.511026,InstructionPhase,-0.02399695,2.565522,0.249175,3.713231,358.3482,358.2732,
0,7_2,11_36_43,7.377233,1,0,0,2,2.524169,InstructionPhase,-0.02400255,2.565503,0.2491976,3.711967,358.3409,358.2717,
0,7_2,11_36_43,7.389921,1,0,0,2,2.536858,InstructionPhase,-0.024032,2.565503,0.2491961,3.706422,358.3436,358.2791,
0,7_2,11_36_43,7.404063,1,0,0,2,2.551,InstructionPhase,-0.02408993,2.565514,0.2492012,3.692408,358.3445,358.2866,
0,7_2,11_36_43,7.4179,1,0,0,2,2.564836,InstructionPhase,-0.0241183,2.565524,0.2491943,3.677123,358.3525,358.2952,
0,7_2,11_36_43,7.431129,1,0,0,2,2.578065,InstructionPhase,-0.02411211,2.565516,0.2491838,3.671264,358.3522,358.3,
0,7_2,11_36_43,7.444235,1,0,0,2,2.591172,InstructionPhase,-0.02416456,2.565542,0.2491493,3.665183,358.3577,358.3041,
